,name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
440,"Buenos Aires, Argentina",2015-03-17,30.2,23.8,26.4,32.7,23.8,27.3,20.5,70.7,0,0,0,,0,0,32.8,22.9,42,1016,13.6,10,263,22.8,9,,2015-03-17T06:53:57,2015-03-17T19:09:13,0.91,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
441,"Buenos Aires, Argentina",2015-03-18,29.2,22.8,25.7,29.9,22.8,26,19.3,68.5,0,0,0,,0,0,33.8,22.3,56.1,1016.2,19.6,10,267.3,23.1,9,,2015-03-18T06:54:46,2015-03-18T19:07:50,0.94,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
442,"Buenos Aires, Argentina",2015-03-19,28.2,20.7,24.9,29.8,20.7,25.2,19,70.4,0,0,0,,0,0,36.7,31.3,47.8,1014.7,33.5,10.3,266.1,22.9,9,,2015-03-19T06:55:34,2015-03-19T19:06:27,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,remote,87576099999"
443,"Buenos Aires, Argentina",2015-03-20,32,18,26.2,31.9,18,26.3,17.4,61.2,0,0,0,,0,0,77.9,53.4,230,1010.4,23.5,9.7,230.3,19.9,8,,2015-03-20T06:56:21,2015-03-20T19:05:04,0,Partially cloudy,Partly cloudy throughout the day.,wind,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
444,"Buenos Aires, Argentina",2015-03-21,21.8,12.8,17,21.8,12.8,17,5.8,48.6,0,0,0,,0,0,70.6,44,185.3,1018.9,20.3,9.9,268,23.2,9,,2015-03-21T06:57:09,2015-03-21T19:03:40,0.04,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,remote,87576099999"
445,"Buenos Aires, Argentina",2015-03-22,22.3,11.4,16.4,22.3,11.4,16.4,9.6,65.5,0,0,0,,0,0,37.4,22.5,141.4,1019.9,24.9,10,265,22.9,9,,2015-03-22T06:57:57,2015-03-22T19:02:17,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87593099999,86560099999,remote,87576099999"
446,"Buenos Aires, Argentina",2015-03-23,23.7,13.1,17.9,23.7,13.1,17.9,10,61.7,0,0,0,,0,0,31,18.4,88.6,1021,51.8,9.8,190.1,16.4,8,,2015-03-23T06:58:44,2015-03-23T19:00:54,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,SAEZ,87593099999,86560099999,remote,87576099999"
447,"Buenos Aires, Argentina",2015-03-24,21.7,12,17.6,21.7,12,17.6,12.5,73.1,0.4,100,8.33,rain,0,0,31.7,12.6,115.8,1021.1,59.5,8.5,131.5,11.5,6,,2015-03-24T06:59:31,2015-03-24T18:59:31,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,SAEZ,87593099999,86560099999,remote,87576099999"
448,"Buenos Aires, Argentina",2015-03-25,20.7,14,17,20.7,14,17,13.4,79.9,1.837,100,12.5,rain,0,0,31.7,22.3,183.7,1019.8,75.8,8.5,198.8,17.1,7,,2015-03-25T07:00:18,2015-03-25T18:58:08,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"87582099999,87585099999,SAEZ,87593099999,86560099999,87576099999"
449,"Buenos Aires, Argentina",2015-03-26,21.9,9,16.3,21.9,7.9,16.2,8.9,63.8,0,0,0,,0,0,37.8,22.6,167,1019.4,34.4,10,248.5,21.5,9,,2015-03-26T07:01:05,2015-03-26T18:56:45,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,SAEZ,87593099999,86560099999,remote,87576099999"
450,"Buenos Aires, Argentina",2015-03-27,23.7,8,17.1,23.7,8,17.1,9.5,63.7,0,0,0,,0,0,25.9,12.1,92.5,1020.9,19.2,9.8,252,21.6,8,,2015-03-27T07:01:52,2015-03-27T18:55:22,0.25,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,SAEZ,87593099999,86560099999,87576099999"
451,"Buenos Aires, Argentina",2015-03-28,23.9,10,18.5,23.9,10,18.5,10.4,62.9,0,0,0,,0,0,24.5,11.9,60.1,1020.5,7.8,8.5,248,21.4,8,,2015-03-28T07:02:39,2015-03-28T18:53:59,0.27,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,SAEZ,87593099999,86560099999,87576099999"
452,"Buenos Aires, Argentina",2015-03-29,27.7,12.8,21.6,27.5,12.8,21.6,14,64.9,0,0,0,,0,0,22.3,12.8,35.1,1015.3,9,8.3,244,21.1,8,,2015-03-29T07:03:26,2015-03-29T18:52:36,0.31,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,SAEZ,87593099999,86560099999,87576099999"
453,"Buenos Aires, Argentina",2015-03-30,29.6,15.1,22.5,28.7,15.1,22.4,15.3,66.9,0,0,0,,0,0,20.9,14.8,279.1,1012.1,41.1,8.5,214.7,18.5,7,,2015-03-30T07:04:12,2015-03-30T18:51:14,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,SAEZ,87593099999,86560099999,87576099999"
454,"Buenos Aires, Argentina",2015-03-31,26.1,14,19.3,26.1,14,19.3,13.1,70,0,0,0,,0,0,34.6,22.3,199,1014.9,41.3,9.3,241.3,20.9,8,,2015-03-31T07:04:59,2015-03-31T18:49:51,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87582099999,87585099999,SAEZ,87593099999,86560099999,remote,87576099999"
455,"Buenos Aires, Argentina",2015-04-01,27.8,15,21.6,26.9,15,21.6,12.6,59.2,0,0,0,,0,0,33.5,20.3,357.9,1015.4,4.7,9.3,239.7,20.6,8,,2015-04-01T07:05:46,2015-04-01T18:48:29,0.4,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
456,"Buenos Aires, Argentina",2015-04-02,30.8,17.6,23.8,29.2,17.6,23.5,11.6,48.7,0,0,0,,0,0,34.9,33.5,327.1,1012.8,0.6,9.7,237.6,20.6,8,,2015-04-02T07:06:32,2015-04-02T18:47:08,0.44,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,SAEZ,87593099999,86560099999,remote,87576099999"
457,"Buenos Aires, Argentina",2015-04-03,31,17.1,23.9,30.6,17.1,23.8,14.4,57.5,0.2,100,8.33,rain,0,0,37.4,27.7,314.5,1009.1,15,10,223.7,19.3,8,,2015-04-03T07:07:18,2015-04-03T18:45:46,0.47,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"87582099999,87585099999,SAEZ,87593099999,86560099999,remote,87576099999"
458,"Buenos Aires, Argentina",2015-04-04,25,16.9,21.2,25,16.9,21.2,18.3,83.3,12.743,100,4.17,rain,0,0,37.4,23.4,116.9,1009.2,68,9.9,208,18,8,,2015-04-04T07:08:05,2015-04-04T18:44:25,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,remote,87576099999"
459,"Buenos Aires, Argentina",2015-04-05,25,14.9,20.7,25,14.9,20.7,12.5,63.4,0,0,0,,0,0,59.4,38.8,149.6,1016,40.8,9.9,224.6,19.3,8,,2015-04-05T07:08:51,2015-04-05T18:43:04,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
460,"Buenos Aires, Argentina",2015-04-06,21.8,11.7,15.8,21.8,11.7,15.8,7.6,59.4,0,0,0,,0,0,51.5,33.8,133.9,1022.1,30.5,10,229.3,19.9,8,,2015-04-06T07:09:38,2015-04-06T18:41:44,0.57,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,remote,87576099999"
461,"Buenos Aires, Argentina",2015-04-07,23.1,10.1,17.8,23.1,10.1,17.8,12,71.1,0,0,0,,0,0,37.1,22.3,79.2,1018.2,59.4,10,164.9,14.3,7,,2015-04-07T07:10:24,2015-04-07T18:40:24,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87593099999,86560099999,remote,87576099999"
462,"Buenos Aires, Argentina",2015-04-08,26.1,13.1,19.7,26.1,13.1,19.7,12.7,66.3,0,0,0,,0,0,31.7,22.3,54.6,1015.8,38.8,10,217.2,18.8,8,,2015-04-08T07:11:10,2015-04-08T18:39:04,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,remote,87576099999"
463,"Buenos Aires, Argentina",2015-04-09,25.3,18.6,21.5,25.3,18.6,21.5,15.2,68,0,0,0,,0,0,20.2,11.9,28.1,1016.5,16.5,9.9,217,18.6,8,,2015-04-09T07:11:57,2015-04-09T18:37:45,0.68,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
464,"Buenos Aires, Argentina",2015-04-10,28.2,19.5,23.2,28.8,19.5,23.3,16.6,67.5,1.187,100,4.17,rain,0,0,25.6,27.9,41,1016.8,36.2,9.4,186.3,16,7,,2015-04-10T07:12:43,2015-04-10T18:36:27,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
465,"Buenos Aires, Argentina",2015-04-11,22.3,18.1,20.2,22.3,18.1,20.2,15.4,75.3,5.943,100,8.33,rain,0,0,48.2,28.5,114,1018.6,59.8,9.4,118.2,10,6,,2015-04-11T07:13:30,2015-04-11T18:35:09,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
466,"Buenos Aires, Argentina",2015-04-12,22.5,16.7,20,22.5,16.7,20,15.4,74.8,0,0,0,,0,0,40.7,24.8,99.9,1018,43,10,204.4,17.6,7,,2015-04-12T07:14:16,2015-04-12T18:33:51,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
467,"Buenos Aires, Argentina",2015-04-13,28.1,19.6,23,29.3,19.6,23.1,18,74.2,0,0,0,,0,0,33.1,21,38.9,1014.2,56.7,10,159.8,13.9,6,,2015-04-13T07:15:03,2015-04-13T18:32:35,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
468,"Buenos Aires, Argentina",2015-04-14,25.9,20.1,22.7,25.9,20.1,22.7,16.6,68.9,0,0,0,,0,0,36,23.5,95.7,1013.5,71,9.9,105.1,9.2,5,,2015-04-14T07:15:49,2015-04-14T18:31:18,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
469,"Buenos Aires, Argentina",2015-04-15,22.7,20,21.2,22.7,20,21.2,17.9,81.5,0,0,0,,0,0,67.4,46.3,113.3,1016.8,83.9,10,122,10.6,6,,2015-04-15T07:16:36,2015-04-15T18:30:03,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
470,"Buenos Aires, Argentina",2015-04-16,24.8,18.9,21.6,24.8,18.9,21.6,15.8,69.9,0.08,100,4.17,rain,0,0,57.6,32.2,77.1,1016.1,76.7,10,153.3,13,6,,2015-04-16T07:17:23,2015-04-16T18:28:48,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
471,"Buenos Aires, Argentina",2015-04-17,22,16.5,18.3,22,16.5,18.3,10.8,66.6,28.859,100,8.33,rain,0,0,61.2,38.5,280,1012.1,59.7,8.9,169.4,14.4,7,,2015-04-17T07:18:09,2015-04-17T18:27:34,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
472,"Buenos Aires, Argentina",2015-04-18,25.2,12.1,18.7,25.2,12.1,18.7,8,52.4,0,0,0,,0,0,44.6,22,292.6,1011.8,10.6,10,202.3,17.5,7,,2015-04-18T07:18:56,2015-04-18T18:26:20,0,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
473,"Buenos Aires, Argentina",2015-04-19,24.5,16.4,20.4,24.5,16.4,20.4,13.9,67,0,0,0,,0,0,42.8,25,339,1008.4,19.6,10,200.3,17.4,7,,2015-04-19T07:19:43,2015-04-19T18:25:07,0.03,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
474,"Buenos Aires, Argentina",2015-04-20,22.8,16.5,19.4,22.8,16.5,19.4,11.1,60.4,0,0,0,,0,0,34.2,23.6,154,1013.6,21.3,10,199.5,17.4,7,,2015-04-20T07:20:30,2015-04-20T18:23:55,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
475,"Buenos Aires, Argentina",2015-04-21,21.5,13.4,17.8,21.5,13.4,17.8,9.9,60.9,0,0,0,,0,0,23,11.1,227.8,1019.4,7.5,9.6,199,17.2,7,,2015-04-21T07:21:16,2015-04-21T18:22:44,0.09,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
476,"Buenos Aires, Argentina",2015-04-22,21.2,14.2,18.1,21.2,14.2,18.1,10.1,60.2,0,0,0,,0,0,19.1,12.4,94.3,1021.1,11.3,9.9,196.3,16.9,7,,2015-04-22T07:22:03,2015-04-22T18:21:34,0.12,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
477,"Buenos Aires, Argentina",2015-04-23,24.9,14.3,18.6,24.9,14.3,18.6,12.8,70.8,0,0,0,,0,0,25.2,13.8,349.4,1019.7,1.3,9.5,193.1,16.6,7,,2015-04-23T07:22:50,2015-04-23T18:20:24,0.16,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
478,"Buenos Aires, Argentina",2015-04-24,24.4,14.8,19.5,24.4,14.8,19.5,13,67,0,0,0,,0,0,27.7,16.5,326.9,1019.6,16.5,9.8,182.7,15.7,7,,2015-04-24T07:23:37,2015-04-24T18:19:16,0.19,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
479,"Buenos Aires, Argentina",2015-04-25,25.4,17.7,20.9,25.4,17.7,20.9,13.9,64.9,0,0,0,,0,0,29.2,17.1,336.9,1019,4,10,177.3,15.2,7,,2015-04-25T07:24:24,2015-04-25T18:18:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
480,"Buenos Aires, Argentina",2015-04-26,27,17.2,21.1,26.7,17.2,21.1,14,64.9,0,0,0,,0,0,31.7,14.4,350,1017.6,17.4,10,177.6,15.3,7,,2015-04-26T07:25:11,2015-04-26T18:17:01,0.25,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
481,"Buenos Aires, Argentina",2015-04-27,24.2,18.4,20.7,24.2,18.4,20.7,15.2,72.8,0,0,0,,0,0,42.5,31.9,105.1,1018,42.6,9.9,97.5,8.5,4,,2015-04-27T07:25:58,2015-04-27T18:15:56,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
482,"Buenos Aires, Argentina",2015-04-28,21,18.8,19.5,21,18.8,19.5,15.5,77.9,0,0,0,,0,0,59.4,42.6,119.7,1020.5,67.5,10,164.9,14.2,6,,2015-04-28T07:26:45,2015-04-28T18:14:51,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
483,"Buenos Aires, Argentina",2015-04-29,18.9,15,16.8,18.9,15,16.8,13.2,80.1,2.002,100,8.33,rain,0,0,51.8,30.2,60.3,1020.4,89.6,8.7,48.9,4.2,2,,2015-04-29T07:27:33,2015-04-29T18:13:47,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
484,"Buenos Aires, Argentina",2015-04-30,20.4,16,18,20.4,16,18,14.2,78.7,19.202,100,8.33,rain,0,0,42.5,26.2,41.1,1018.3,72.6,10,82.1,7.1,3,,2015-04-30T07:28:20,2015-04-30T18:12:44,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
485,"Buenos Aires, Argentina",2015-05-01,21.1,17,18.9,21.1,17,18.9,14.7,76.7,2.4,100,8.33,rain,0,0,33.5,21.8,23.3,1014.4,72.2,9.6,109.7,9.4,4,,2015-05-01T07:29:07,2015-05-01T18:11:43,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,remote,87576099999"
486,"Buenos Aires, Argentina",2015-05-02,21.1,12.9,16.9,21.1,12.9,16.9,13.9,83.1,24.428,100,16.67,rain,0,0,49,37.1,312.1,1004.7,66.5,8.4,81.9,7.2,4,,2015-05-02T07:29:54,2015-05-02T18:10:42,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,remote,87576099999"
487,"Buenos Aires, Argentina",2015-05-03,16.9,7.7,12.2,16.9,4.8,11.5,0.2,45.4,0,0,0,,0,0,51.8,33.5,265.6,1011.5,2.6,10,179.3,15.5,7,,2015-05-03T07:30:41,2015-05-03T18:09:43,0.48,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,remote,87576099999"
488,"Buenos Aires, Argentina",2015-05-04,20.2,7.7,14.1,20.2,5.4,13.7,3.1,48.8,0,0,0,,0,0,36.7,20.2,292.9,1015.6,0,9.7,170.3,14.7,6,,2015-05-04T07:31:28,2015-05-04T18:08:45,0.5,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
489,"Buenos Aires, Argentina",2015-05-05,20.5,11.6,15.9,20.5,11.6,15.9,8.3,61.2,0,0,0,,0,0,24.1,13.1,315.1,1018.7,18.5,8.3,161.9,14,6,,2015-05-05T07:32:15,2015-05-05T18:07:47,0.55,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
490,"Buenos Aires, Argentina",2015-05-06,16.6,10.8,13.8,16.6,10.8,13.8,5.4,58.4,0,0,0,,0,0,54.6,31,154.2,1023.8,44.2,10,166.1,14.5,6,,2015-05-06T07:33:01,2015-05-06T18:06:52,0.59,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
491,"Buenos Aires, Argentina",2015-05-07,15,8.7,12.1,15,6.3,11.5,4.3,59.4,0,0,0,,0,0,32.4,19.1,112.2,1024.8,53.6,10,162.6,14.1,6,,2015-05-07T07:33:48,2015-05-07T18:05:57,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
492,"Buenos Aires, Argentina",2015-05-08,18.2,13.3,15.5,18.2,13.3,15.5,9.9,70,0,0,0,,0,0,32.4,19.3,36.1,1019.6,23.2,9.8,159.1,13.8,6,,2015-05-08T07:34:35,2015-05-08T18:05:04,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
493,"Buenos Aires, Argentina",2015-05-09,19.2,13.2,15.9,19.2,13.2,15.9,12.1,78.6,0,0,0,,0,0,29.5,21.3,107.4,1017.1,55.7,8.8,132.9,11.5,5,,2015-05-09T07:35:21,2015-05-09T18:04:11,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
494,"Buenos Aires, Argentina",2015-05-10,18,15.6,16.3,18,15.6,16.3,13.8,85.2,5.37,100,4.17,rain,0,0,29.2,22.6,112.6,1020.7,58,9.3,123.2,10.8,6,,2015-05-10T07:36:08,2015-05-10T18:03:21,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
495,"Buenos Aires, Argentina",2015-05-11,17.9,9.5,15.5,17.9,9.5,15.5,13.5,87.7,0,0,0,,0,0,29.5,19.5,97.7,1023.8,53.8,8.9,144.9,12.4,6,,2015-05-11T07:36:54,2015-05-11T18:02:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
496,"Buenos Aires, Argentina",2015-05-12,19.1,14.8,17.1,19.1,14.8,17.1,13.3,78.8,0,0,0,,0,0,33.1,25,63.5,1023,44.6,10,147.2,12.7,6,,2015-05-12T07:37:40,2015-05-12T18:01:43,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
497,"Buenos Aires, Argentina",2015-05-13,21,14.9,17.3,21,14.9,17.3,13.3,77.8,0,0,0,,0,0,32.8,21.5,37.8,1020.8,46.9,9.9,95.8,8.2,5,,2015-05-13T07:38:26,2015-05-13T18:00:56,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
498,"Buenos Aires, Argentina",2015-05-14,21.2,11.2,17.5,21.2,11.2,17.5,14.9,85,0,0,0,,0,0,20.9,10.2,45.2,1017.5,34.3,9.7,116.1,9.9,5,,2015-05-14T07:39:11,2015-05-14T18:00:11,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
499,"Buenos Aires, Argentina",2015-05-15,21.4,16.7,18.8,21.4,16.7,18.8,16.7,87.6,0,0,0,,0,0,27,14.4,11.9,1016.3,35.4,10,126.1,10.9,5,,2015-05-15T07:39:56,2015-05-15T17:59:27,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
500,"Buenos Aires, Argentina",2015-05-16,23.4,16.9,19.7,23.4,16.9,19.7,17.1,85.6,0,0,0,,0,0,25.6,10.6,56.1,1017.5,10.7,9.7,142,12.3,6,,2015-05-16T07:40:41,2015-05-16T17:58:44,0.94,Clear,Clear conditions throughout the day.,clear-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
501,"Buenos Aires, Argentina",2015-05-17,23.2,17.9,20.2,23.2,17.9,20.2,17.8,86.5,0,0,0,,0,0,28.4,17.6,23.7,1018.4,26.7,10,117.6,10.2,4,,2015-05-17T07:41:26,2015-05-17T17:58:03,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
502,"Buenos Aires, Argentina",2015-05-18,24.1,19.2,21.2,24.1,19.2,21.2,18.4,84.3,0,0,0,,0,0,17.6,14.2,82.5,1020.9,54.9,10,135.6,11.6,5,,2015-05-18T07:42:10,2015-05-18T17:57:23,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
503,"Buenos Aires, Argentina",2015-05-19,23.1,19,20.6,23.1,19,20.6,18.2,86.5,5.322,100,8.33,rain,0,0,22.3,18,55.3,1020.9,61.6,9.8,104.8,9.2,4,,2015-05-19T07:42:54,2015-05-19T17:56:45,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
504,"Buenos Aires, Argentina",2015-05-20,23.5,18.9,20.9,23.5,18.9,20.9,18,84.1,0,0,0,,0,0,29.5,16.3,15.5,1016.9,47.9,10,136.3,11.8,5,,2015-05-20T07:43:38,2015-05-20T17:56:08,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
505,"Buenos Aires, Argentina",2015-05-21,25.5,19,21.6,25.5,19,21.6,17.8,79.8,0,0,0,,0,0,44.6,23.8,353.4,1014.3,60.9,10,134.7,11.7,5,,2015-05-21T07:44:21,2015-05-21T17:55:33,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,87576099999"
506,"Buenos Aires, Argentina",2015-05-22,24.4,19,21.7,24.4,19,21.7,19.1,85.3,0,0,0,,0,0,32.4,14,359.7,1012.6,63.9,10,128.1,11.1,5,,2015-05-22T07:45:04,2015-05-22T17:54:59,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
507,"Buenos Aires, Argentina",2015-05-23,21.5,15.7,18.7,21.5,15.7,18.7,15.7,83.1,0.417,100,8.33,rain,0,0,48.2,24.9,191.3,1008.9,71.5,9.7,72.5,6.3,3,,2015-05-23T07:45:46,2015-05-23T17:54:27,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"87582099999,87585099999,87553099999,SAEZ,SADF,SABE,87593099999,86560099999,87576099999"
